35.7709, 34.396, 35.2249, 46.2393, 44.4036, 41.0473, 37.5561, 26.6758, 25.0044, 17.2235, 21.7889, 23.8187, 28.0992, 29.2357, 32.1344, 43.1505, 44.4259, 38.6312, 32.2653, 34.8402, 25.9655, 23.7696, 18.9009, 12.8192, 20.8196, 29.5038, 35.8682, 39.2315, 46.9979, 44.0014, 37.8552, 41.0403, 29.2411, 25.4182, 19.957, 11.8583, 22.3583, 21.6046, 31.2824, 34.6503, 44.6238, 38.333, 47.4585, 40.0818, 29.08, 27.5489, 17.7724, 16.1624, 22.6897, 22.0356, 23.0995, 24.5427, 39.3011, 42.2501, 36.4959, 46.0779, 41.5371, 32.4859, 30.7772, 
24.9706, 33.8315, 46.9423, 42.5033, 40.0592, 38.257, 30.9737, 24.2685, 19.5559, 14.9595, 13.9613, 25.8069, 33.8766, 35.1541, 35.0888, 39.9575, 39.8964, 39.9479, 35.3773, 24.5035, 23.8026, 11.6346, 19.4908, 22.7429, 27.3762, 36.2696, 42.7262, 39.0815, 46.3881, 44.5109, 37.7187, 26.2496, 23.0347, 22.8681, 10.9314, 24.4129, 30.0701, 27.9194, 42.9813, 38.2759, 40.5399, 41.9338, 34.0903, 28.2374, 17.3099, 17.0727, 14.5014, 19.3736, 25.3264, 26.866, 31.4218, 40.1772, 40.7762, 36.4066, 43.8886, 26.3209, 30.8269, 24.1889, 11.4137, 
35.5351, 41.7067, 39.1705, 48.3964, 38.6103, 34.5755, 39.4181, 29.1601, 21.1805, 20.4808, 14.5935, 24.265, 26.4578, 28.9629, 31.7837, 45.5757, 48.4191, 46.4321, 35.8598, 35.509, 22.1924, 23.3135, 23.2302, 22.6636, 19.3221, 17.248, 27.1418, 39.0091, 45.7347, 42.0011, 44.5071, 43.5643, 35.0768, 23.3575, 20.7055, 19.9759, 18.6236, 18.7408, 27.4668, 26.2064, 35.5579, 39.407, 44.8076, 48.1086, 45.3199, 36.0476, 32.956, 27.4532, 15.7995, 13.0734, 22.8846, 15.4841, 32.6882, 30.0856, 42.1698, 48.2339, 46.0566, 37.7721, 37.2248, 
24.2104, 41.7679, 45.2228, 43.7762, 48.8175, 42.4056, 33.754, 27.3527, 21.9765, 22.2249, 14.6318, 13.2447, 25.9956, 22.9981, 36.5781, 39.1692, 48.3092, 44.9226, 44.9275, 33.9707, 33.7175, 25.0466, 19.1417, 16.1412, 10.5987, 24.3277, 18.0507, 26.8056, 39.6169, 45.4319, 42.7228, 40.7078, 34.2781, 36.3512, 30.5172, 21.4045, 15.7467, 13.948, 14.5696, 21.9495, 22.5105, 32.4536, 43.0862, 41.8163, 38.1183, 46.5417, 35.1324, 27.1443, 19.4728, 22.2505, 14.7018, 16.1907, 21.4407, 21.923, 30.5317, 41.065, 44.3438, 45.9355, 40.3084, 
32.1442, 37.6735, 44.3604, 43.7898, 48.9829, 39.61, 30.854, 32.244, 26.7408, 16.4025, 20.5381, 18.3095, 21.4488, 30.5328, 32.5922, 36.8965, 46.8663, 42.4024, 35.0662, 30.2846, 28.0563, 19.4062, 14.6652, 19.9163, 19.5571, 22.3479, 28.1336, 27.7408, 44.7841, 44.5111, 41.6795, 36.4173, 38.1247, 30.4026, 18.5294, 19.9396, 19.104, 16.5998, 20.3531, 24.9301, 37.6115, 35.9893, 43.7921, 48.7451, 39.0895, 33.0155, 37.5442, 28.9469, 21.445, 18.2254, 11.4926, 19.6335, 21.1172, 25.5808, 30.9373, 39.519, 43.3949, 42.9109, 40.4535, 
29.7481, 35.0096, 45.5182, 47.1441, 42.4431, 38.1345, 30.4926, 24.4804, 17.8574, 16.51, 14.1993, 18.7899, 18.0614, 29.2729, 29.1877, 35.8468, 38.3537, 45.3945, 37.4028, 35.2864, 28.8721, 27.2127, 18.7626, 17.8971, 12.5872, 22.7502, 17.8389, 27.1988, 31.4798, 42.2281, 43.6363, 49.2067, 41.6685, 41.6546, 37.9759, 26.9402, 21.5901, 22.7819, 13.9352, 18.9154, 20.196, 34.2972, 39.5432, 43.9576, 47.102, 45.4469, 38.9672, 40.748, 25.8723, 29.2668, 20.9359, 21.6952, 14.8328, 19.0264, 26.6645, 28.0073, 41.5617, 40.1772, 44.9136, 
27.0824, 38.1203, 36.7182, 40.8167, 38.6049, 42.6665, 29.1573, 31.1564, 21.1538, 24.6409, 15.9524, 21.1574, 18.4404, 27.6077, 28.6911, 41.7983, 38.9014, 45.3085, 44.0046, 34.7437, 28.9773, 28.0688, 21.854, 20.3247, 21.7831, 22.1205, 19.1262, 32.9311, 33.934, 35.5011, 37.7656, 38.0625, 36.6877, 29.434, 29.7622, 24.4747, 18.0805, 16.2138, 15.5198, 28.5203, 28.1273, 30.9865, 42.579, 34.9057, 41.0299, 43.4027, 41.0141, 25.7749, 29.5514, 27.1423, 24.3613, 24.6047, 15.3662, 21.1386, 31.1652, 40.1686, 39.749, 42.117, 35.3176, 
31.1421, 32.324, 37.5355, 43.4115, 42.5755, 38.6982, 34.8363, 27.2288, 18.4128, 14.0898, 20.7811, 22.3786, 22.7188, 21.7725, 32.3935, 37.9021, 43.4003, 43.8388, 39.0265, 39.9676, 34.1245, 26.6117, 23.7401, 20.7135, 19.4116, 15.1044, 26.2716, 32.786, 35.771, 39.324, 38.8783, 41.5105, 32.8248, 29.6894, 30.6898, 16.3157, 22.2143, 17.4271, 24.307, 20.8704, 27.7921, 30.6916, 42.9717, 45.0107, 44.7348, 35.1978, 36.2263, 33.5025, 21.2598, 25.6927, 14.2865, 18.9865, 21.5345, 22.3358, 37.3268, 38.1527, 45.8281, 37.3389, 44.6804, 
29.8417, 37.657, 41.6643, 38.1337, 46.1419, 41.4995, 29.7408, 33.6235, 19.9875, 13.6796, 12.828, 19.8401, 17.3603, 22.4517, 30.1885, 32.9343, 46.853, 46.4827, 42.9656, 36.7467, 36.7744, 20.4711, 15.7887, 12.4713, 21.2193, 18.5793, 23.4753, 34.8505, 34.8788, 38.2861, 40.2723, 44.0685, 35.6235, 33.0224, 35.322, 26.8051, 16.7937, 22.0056, 19.1145, 22.1034, 23.2371, 33.9955, 39.5705, 37.2169, 43.5294, 45.0718, 32.4193, 36.1643, 30.3446, 16.2215, 17.1046, 11.7595, 20.1056, 27.3057, 31.8437, 29.8439, 43.9624, 44.9137, 38.4624, 
26.059, 33.4436, 38.8249, 41.7848, 42.5722, 34.0582, 30.3299, 26.945, 21.1241, 14.6946, 19.1064, 16.5727, 16.3218, 27.062, 33.3793, 37.0183, 42.1883, 40.2596, 38.4041, 39.3723, 31.278, 23.9, 20.579, 10.6051, 14.7531, 19.2064, 24.1793, 31.9541, 36.2601, 39.3654, 42.3175, 37.1907, 41.4338, 34.219, 21.4009, 22.1022, 22.1928, 18.823, 15.4352, 19.2243, 32.4192, 42.8326, 46.3957, 48.1395, 43.4007, 40.1506, 29.0284, 21.1716, 21.3189, 11.9235, 13.5061, 15.7231, 17.09, 30.7336, 34.3057, 39.4032, 38.3136, 39.0705, 42.5527, 
26.8147, 35.659, 40.0448, 45.9509, 36.8047, 34.5668, 32.1102, 28.8161, 19.8025, 24.7117, 12.7327, 15.7631, 17.2377, 30.5339, 31.8565, 42.5577, 42.3353, 40.318, 40.9768, 31.39, 33.3716, 23.6424, 18.1504, 14.9351, 23.85, 24.354, 25.5352, 35.4305, 35.3653, 38.1625, 38.1975, 42.2875, 40.8422, 35.7815, 29.089, 17.6211, 20.4405, 16.3431, 25.2666, 21.2145, 25.9342, 40.5964, 40.3963, 46.1159, 40.5779, 44.576, 35.195, 28.672, 21.1011, 15.5465, 20.8647, 13.8917, 21.6347, 25.0307, 29.474, 38.5146, 41.664, 37.7865, 36.9201, 
24.0037, 35.8809, 38.8854, 39.6478, 39.082, 40.1985, 29.1954, 17.0442, 20.4087, 9.3816, 15.597, 17.1616, 29.4168, 41.178, 46.7701, 48.7631, 43.1989, 41.326, 32.5536, 21.2629, 18.8219, 15.6749, 11.9467, 28.1057, 30.9185, 40.1609, 43.7781, 46.2128, 37.7389, 37.9744, 22.7584, 17.1595, 14.568, 12.7434, 16.1829, 25.8339, 32.3265, 40.2639, 41.1807, 47.8568, 36.6706, 38.2492, 24.0261, 21.1555, 22.0908, 12.807, 23.5331, 19.2486, 29.1826, 42.2556, 44.3969, 44.3432, 41.3229, 40.1345, 30.4834, 20.4561, 20.6186, 21.0214, 15.5366, 
29.7191, 30.7809, 40.2461, 40.8522, 38.4162, 38.2877, 29.6741, 25.9852, 14.3845, 21.9506, 15.3331, 20.7709, 18.7554, 34.1252, 31.5834, 46.5455, 49.2307, 43.8259, 32.1281, 26.4022, 27.4004, 24.5293, 12.1374, 15.5811, 16.099, 29.3377, 36.7325, 39.3069, 47.8725, 46.4693, 45.2809, 35.0506, 31.9822, 24.3381, 22.809, 16.0267, 11.6986, 15.0845, 29.6455, 27.8207, 42.5484, 40.1427, 49.7552, 41.3569, 30.9477, 30.6163, 18.8822, 21.9439, 12.9733, 18.6547, 24.8714, 24.3326, 30.0769, 35.7262, 45.0236, 39.7163, 36.6515, 36.7801, 28.0335, 
32.7824, 35.4013, 43.1513, 41.1918, 33.3502, 32.3278, 30.7077, 20.9117, 17.5616, 13.7516, 16.5663, 28.2534, 33.5483, 39.0958, 42.7483, 35.1686, 36.4193, 34.1711, 32.6901, 24.7323, 21.6053, 22.7476, 22.446, 19.9948, 32.1531, 33.7879, 40.9765, 42.0481, 34.933, 30.3235, 28.9688, 19.613, 16.6861, 14.4412, 17.6487, 22.8212, 24.6169, 36.6319, 36.9189, 39.286, 34.0266, 30.4264, 29.79, 19.7448, 23.9866, 16.7953, 22.7954, 28.3563, 26.0288, 38.497, 39.7943, 35.695, 36.2334, 30.2115, 31.9464, 28.6318, 21.2604, 17.4355, 17.5393, 
30.8956, 39.4336, 39.5974, 42.0363, 46.8106, 34.0587, 31.4438, 33.3497, 25.9809, 17.4067, 16.1807, 15.1859, 16.8501, 23.6637, 29.3002, 37.8865, 49.0356, 37.847, 38.2559, 29.2626, 29.5323, 21.6039, 13.7374, 19.9304, 19.8256, 24.4574, 32.5921, 36.161, 38.2161, 43.1261, 47.4378, 41.8185, 41.6468, 30.5036, 27.6898, 18.8469, 17.3307, 13.0762, 15.9185, 22.8611, 32.9682, 36.1319, 38.8105, 38.041, 39.3573, 41.1814, 33.9421, 23.7546, 20.6031, 10.7425, 11.6026, 20.7221, 21.7875, 32.3239, 33.6417, 47.94, 38.5679, 46.6194, 37.0306, 
